timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-11-24T09:25:07,codecarbon,f1e40190-dd8e-4b52-aded-d7e168e395a6,7.95326566696167,3.476376194808836e-07,4.371004742429145e-05,0.0,0.0,2.861663818359375,0,0,6.320683990561519e-06,6.320683990561519e-06,France,FRA,auvergne-rhone-alpes,,,Linux-5.15.0-53-generic-x86_64-with-glibc2.35,3.10.4,8,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,,,4.85,45.748,7.631103515625,machine,N
